0.000000000000000000e+00 1.019807825614597596e-01 -1.171307805935847268e-01 -1.128898514168041357e-02 -1.837679754270256545e-03 3.570816532104562763e-03 5.055529209618564055e-04 -7.240491172740887507e-03 8.451799863812791119e-04 1.136540624305979429e-04
1.000000000000000056e-01 4.601275784801680396e-02 -3.425408917145353338e-02 -2.252112405158480241e-02 -7.249503241980101778e-03 -1.898929683367735211e-02 -1.284031639372119719e-02 -1.105497037486055656e-02 -1.233372897003462074e-02 -7.219489015485306554e-03
2.000000000000000111e-01 -5.634353411409363105e-03 -1.012996682982626184e-01 -6.702685455018534896e-03 -1.497823900463069249e-02 -8.136387901683530058e-03 -1.763282694062735106e-02 -1.066242915214793072e-02 -1.431789970805726758e-02 -1.510242576635228810e-02
3.000000000000000444e-01 -7.437056536980000965e-02 3.856896810991589097e-02 -6.822538382728829398e-02 -1.109376532975478793e-02 -6.476882197823578477e-03 -1.864490970582251619e-02 -1.416324007187979087e-02 -2.250816448193923222e-02 -1.940817611399150988e-02
4.000000000000000222e-01 6.167095686813911515e-02 -1.748219948164865187e-02 -3.708457600733798543e-02 -2.583514829699956605e-02 -2.911732211886414873e-02 -3.182782737304805376e-02 -1.789705024130806843e-02 -2.249837768020202661e-02 -1.914760247732733359e-02
5.000000000000000000e-01 2.348932107654636697e-03 7.300314512852432158e-02 1.604381070179763252e-03 -3.781265113893122337e-02 -1.185526858669693276e-02 -2.788694497503485525e-02 -2.186371140978370792e-02 -1.792649812716946497e-02 -2.171774065284894084e-02
6.000000000000000888e-01 -5.215028760885236786e-02 8.657802357895443002e-02 1.175901356064843958e-02 -3.568889806079675320e-02 -1.395705916771838341e-02 -1.590570609491820733e-02 -1.497615745591616108e-02 -2.001471098931920795e-02 -1.641618176458387382e-02
7.000000000000000666e-01 1.867425356578556947e-02 -3.488759344140465041e-02 -2.701861685076993244e-03 -3.123133764467497103e-02 -2.783082039344143138e-02 -2.322273345431733263e-02 -1.705282302471534256e-02 -9.241512481205374496e-03 -1.216545768618569612e-02
8.000000000000000444e-01 -1.659816660452206327e-01 1.674471305527025847e-02 -1.762761402216485307e-02 -2.680506507876468172e-02 -1.456783629325357574e-03 -2.690543273455524818e-03 -5.844518595278430650e-03 -4.693778065136866399e-03 -4.703552391214900485e-03
9.000000000000000222e-01 6.287427485857459419e-02 -1.028792490218708028e-01 5.133693993166949660e-02 2.321223412147825974e-02 1.155652828205533389e-02 3.129830447936728186e-03 4.336686465377161473e-03 4.321821071829885785e-03 3.269406902065547134e-03
1.000000000000000000e+00 -9.443643594681597198e-02 -9.603845342807521696e-03 3.064497416449634554e-02 3.870727894154041976e-02 7.769641078598177319e-03 2.013673944838747717e-02 2.117252769543582352e-02 1.535267684961203090e-02 1.380895372730714561e-02
1.100000000000000089e+00 5.043764477368664623e-02 -8.365612846536599201e-03 8.655457323714296769e-04 1.226828211059450766e-02 3.841058807098408218e-02 3.580422315331611982e-02 3.140964821302281995e-02 2.736931513732291515e-02 2.940017587881386257e-02
1.200000000000000178e+00 1.022156259652248350e-01 7.878502957219724046e-02 8.775836156397691379e-02 4.060617396712300903e-02 4.049548544855073595e-02 4.263846235336272994e-02 3.825953143616167562e-02 3.967750602630382845e-02 4.192971074007059012e-02
1.300000000000000044e+00 6.205295300984611101e-02 5.328166995373111170e-02 3.656905269320307600e-02 7.998920728176954487e-02 6.287648732909835447e-02 6.017604317469977399e-02 5.479110630751451300e-02 5.556445130965345647e-02 5.544324429741696869e-02
1.400000000000000133e+00 5.550116308419646149e-02 4.842760301025833547e-02 8.426598184261453739e-02 1.099497650683226857e-01 6.905537583450337136e-02 7.623687659234661129e-02 6.627634678753417663e-02 6.735703607631640666e-02 7.115498086458975358e-02
1.500000000000000000e+00 4.263757715703393042e-02 1.986258568813206726e-02 1.163467912507911428e-01 8.070066324800853619e-02 9.860962738454903675e-02 8.387424639959344119e-02 8.883182158285146679e-02 8.493777572872396320e-02 8.638595425835235431e-02
1.600000000000000089e+00 5.823523845362119089e-02 6.287424824303426696e-02 9.504035485809655959e-02 9.059604734339002374e-02 9.805447495127216084e-02 1.018270237751492807e-01 1.021172480341746708e-01 1.009484912475620139e-01 1.009590437089816356e-01
1.700000000000000178e+00 3.351712800242485912e-02 2.263286125660297632e-01 1.542903093472043075e-01 1.037942687755783328e-01 1.207610956240392219e-01 1.131733703317456818e-01 1.156277159432073237e-01 1.196712403295673299e-01 1.163399550196591026e-01
1.800000000000000044e+00 1.586437518156567639e-01 9.776868919051288909e-02 1.790838662245086421e-01 1.529092809964432975e-01 1.322703842905880167e-01 1.256212459771069156e-01 1.303774226353356380e-01 1.336215821946970528e-01 1.348834706461785049e-01
1.900000000000000133e+00 -1.595636517505688579e-03 1.310085127233683588e-01 1.286385970610333662e-01 1.483304714628626564e-01 1.476023272270683695e-01 1.478782867201273998e-01 1.514774334226091090e-01 1.483135062986531416e-01 1.459490944603366591e-01
2.000000000000000000e+00 2.578683311536509870e-01 1.878519856339076477e-01 1.378622835191603557e-01 1.671119657503719325e-01 1.667574833976971649e-01 1.485684034364978812e-01 1.619159050077264850e-01 1.600426788750478058e-01 1.591152555904795374e-01
2.100000000000000089e+00 1.554972865763128709e-01 1.951902831377859415e-01 1.648493344389002635e-01 1.802129879145366043e-01 1.807745711906579567e-01 1.717173046228734345e-01 1.709192954137124243e-01 1.739937531772995927e-01 1.707032396850091949e-01
